.113,1,.16,1
.028,0,.31,1
.401,0,.08,0
.092,0,.17,0
.316,0,.26,0
.308,1,.31,1
0,0,.11,1
.111,1,.49,0
.374,1,.43,1
.186,0,.5,0
.1,0,.11,0
.113,1,.05,1
.24,0,.21,0
.123,1,.1,0
 , , , 
 , , , 
.134,0,.2,1
 , , , 
.321,1,.2,1
.074,0,.01,0
.152,1,.14,1
.115,1,.19,0
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
 , , , 
